#  SCIATRAN 3.1.19 (DOM, plane-parallel mode, scalar RT)
#  Spherical albedo: reflection 
                     60.00000           59.00000           54.00000           50.00000           47.00000           44.00000           41.00000           39.00000           37.00000           35.00000           34.00000           33.00000           32.00000           31.00000           30.00000           29.00000           28.00000           27.00000           26.00000           25.00000           24.00000           23.00000           22.00000           21.00000           20.00000           19.00000           18.00000           17.00000           16.00000           15.00000           14.00000           13.00000           12.00000           11.00000           10.00000            9.50000            9.00000            8.50000            8.00000            7.50000            7.00000            3.60100            3.60000            2.10000            2.09900            2.00000            0.50100            0.50000            0.01000            0.00000
    410.00000   2.055215277E-001   2.055156679E-001   2.054711167E-001   2.054100274E-001   2.053400466E-001   2.052367243E-001   2.050807921E-001   2.049337807E-001   2.047355699E-001   2.044665633E-001   2.042985998E-001   2.041025062E-001   2.038732127E-001   2.036046310E-001   2.032897016E-001   2.029204518E-001   2.024871974E-001   2.019779453E-001   2.013786541E-001   2.006728063E-001   1.998408535E-001   1.988601775E-001   1.977050147E-001   1.963448982E-001   1.947449123E-001   1.928663125E-001   1.906618271E-001   1.880769807E-001   1.850532215E-001   1.815278824E-001   1.774314039E-001   1.726758103E-001   1.671568707E-001   1.607809530E-001   1.534808370E-001   1.494674244E-001   1.451966601E-001   1.406555068E-001   1.358280688E-001   1.306965716E-001   1.252440075E-001   7.739449041E-002   7.737753758E-002   4.936988807E-002   4.934949137E-002   4.731625781E-002   1.307561825E-002   1.305049196E-002   2.715564694E-004   2.395769883E-014
    411.00000   2.039709951E-001   2.039651809E-001   2.039209767E-001   2.038603633E-001   2.037909276E-001   2.036884104E-001   2.035336936E-001   2.033878283E-001   2.031911631E-001   2.029242548E-001   2.027576015E-001   2.025630377E-001   2.023355330E-001   2.020690464E-001   2.017565734E-001   2.013902027E-001   2.009603249E-001   2.004550386E-001   1.998604098E-001   1.991600459E-001   1.983345451E-001   1.973614575E-001   1.962152090E-001   1.948655548E-001   1.932778312E-001   1.914135707E-001   1.892258395E-001   1.866605499E-001   1.836595656E-001   1.801606637E-001   1.760947831E-001   1.713745887E-001   1.658966233E-001   1.595679686E-001   1.523219503E-001   1.483382960E-001   1.440992234E-001   1.395918039E-001   1.348002726E-001   1.297069997E-001   1.242951162E-001   7.680496789E-002   7.678814294E-002   4.899220781E-002   4.897196563E-002   4.695413868E-002   1.297445083E-002   1.294951769E-002   2.694320667E-004   1.864939363E-015
    412.00000   2.024331603E-001   2.024273914E-001   2.023835311E-001   2.023233895E-001   2.022544943E-001   2.021527753E-001   2.019992632E-001   2.018545342E-001   2.016594013E-001   2.013945730E-001   2.012292187E-001   2.010361714E-001   2.008104400E-001   2.005460305E-001   2.002359926E-001   1.998724762E-001   1.994459457E-001   1.989445914E-001   1.983545851E-001   1.976596582E-001   1.968405548E-001   1.958749917E-001   1.947375829E-001   1.933983040E-001   1.918227418E-001   1.899727036E-001   1.878015907E-001   1.852557006E-001   1.822773089E-001   1.788046340E-001   1.747691082E-001   1.700840322E-001   1.646467147E-001   1.583649448E-001   1.511725870E-001   1.472184489E-001   1.430108087E-001   1.385368456E-001   1.337809243E-001   1.287255589E-001   1.233540179E-001   7.622025648E-002   7.620355835E-002   4.861761015E-002   4.859752123E-002   4.659497592E-002   1.287412235E-002   1.284938079E-002   2.673256366E-004   2.906726685E-014
    413.00000   2.009079299E-001   2.009022058E-001   2.008586866E-001   2.007990126E-001   2.007306532E-001   2.006297255E-001   2.004774079E-001   2.003338053E-001   2.001401914E-001   1.998774251E-001   1.997133585E-001   1.995218147E-001   1.992978412E-001   1.990354909E-001   1.987278670E-001   1.983671802E-001   1.979439684E-001   1.974465121E-001   1.968610886E-001   1.961715525E-001   1.953587922E-001   1.944006902E-001   1.932720471E-001   1.919430574E-001   1.903795561E-001   1.885436239E-001   1.863889945E-001   1.838623477E-001   1.809063677E-001   1.774597108E-001   1.734542988E-001   1.688040621E-001   1.634070690E-001   1.571718082E-001   1.500326774E-001   1.461078153E-001   1.419313503E-001   1.374905686E-001   1.327699634E-001   1.277521911E-001   1.224206571E-001   7.564032337E-002   7.562375103E-002   4.824607392E-002   4.822613701E-002   4.623874923E-002   1.277462675E-002   1.275007520E-002   2.652370456E-004  -5.170015703E-015
    414.00000   1.993952107E-001   1.993895311E-001   1.993463500E-001   1.992871397E-001   1.992193115E-001   1.991191682E-001   1.989680348E-001   1.988255488E-001   1.986334408E-001   1.983727188E-001   1.982099287E-001   1.980198753E-001   1.977976446E-001   1.975373356E-001   1.972321049E-001   1.968742234E-001   1.964543015E-001   1.959607098E-001   1.953798300E-001   1.946956386E-001   1.938891676E-001   1.929384637E-001   1.918185129E-001   1.904997267E-001   1.889481870E-001   1.871262453E-001   1.849879657E-001   1.824804069E-001   1.795466592E-001   1.761258127E-001   1.721502750E-001   1.675346010E-001   1.621776110E-001   1.559884868E-001   1.489021531E-001   1.450063288E-001   1.408607841E-001   1.364529110E-001   1.317673303E-001   1.267868395E-001   1.214949799E-001   7.506513699E-002   7.504868939E-002   4.787757888E-002   4.785779275E-002   4.588543917E-002   1.267595822E-002   1.265159510E-002   2.631661595E-004   4.083141086E-014
    415.00000   1.978949100E-001   1.978892745E-001   1.978464285E-001   1.977876779E-001   1.977203763E-001   1.976210107E-001   1.974710512E-001   1.973296723E-001   1.971390571E-001   1.968803616E-001   1.967188370E-001   1.965302611E-001   1.963097582E-001   1.960514728E-001   1.957486146E-001   1.953935141E-001   1.949768539E-001   1.944870935E-001   1.939107184E-001   1.932318262E-001   1.924315910E-001   1.914882228E-001   1.903768913E-001   1.890682238E-001   1.875285469E-001   1.857204811E-001   1.835984182E-001   1.811097934E-001   1.781980996E-001   1.748028577E-001   1.708569567E-001   1.662755704E-001   1.609582648E-001   1.548149076E-001   1.477809445E-001   1.439139217E-001   1.397990444E-001   1.354238096E-001   1.307729641E-001   1.258294460E-001   1.205769308E-001   7.449466433E-002   7.447834045E-002   4.751210369E-002   4.749246711E-002   4.553502522E-002   1.257811051E-002   1.255393429E-002   2.611128351E-004  -2.010883547E-014
    416.00000   1.964069350E-001   1.964013431E-001   1.963588295E-001   1.963005345E-001   1.962337551E-001   1.961351604E-001   1.959863647E-001   1.958460832E-001   1.956569480E-001   1.954002615E-001   1.952399914E-001   1.950528803E-001   1.948340901E-001   1.945778108E-001   1.942773046E-001   1.939249611E-001   1.935115344E-001   1.930255724E-001   1.924536634E-001   1.917800250E-001   1.909859727E-001   1.900498782E-001   1.889470937E-001   1.876484606E-001   1.861205485E-001   1.843262448E-001   1.822202667E-001   1.797504230E-001   1.768606060E-001   1.734907640E-001   1.695742636E-001   1.650268924E-001   1.597489547E-001   1.536509976E-001   1.466689822E-001   1.428305267E-001   1.387460660E-001   1.344032014E-001   1.297868046E-001   1.248799526E-001   1.196664548E-001   7.392887276E-002   7.391267158E-002   4.714962737E-002   4.713013912E-002   4.518748726E-002   1.248107762E-002   1.245708674E-002   2.590769347E-004   3.177216654E-014
    417.00000   1.949311934E-001   1.949256449E-001   1.948834606E-001   1.948256174E-001   1.947593556E-001   1.946615252E-001   1.945138832E-001   1.943746896E-001   1.941870216E-001   1.939323267E-001   1.937733003E-001   1.935876413E-001   1.933705490E-001   1.931162584E-001   1.928180839E-001   1.924684736E-001   1.920582527E-001   1.915760564E-001   1.910085751E-001   1.903401458E-001   1.895522237E-001   1.886233414E-001   1.875290322E-001   1.862403499E-001   1.847241051E-001   1.829434507E-001   1.808534265E-001   1.784022120E-001   1.755340960E-001   1.721894509E-001   1.683021169E-001   1.637884898E-001   1.585496062E-001   1.524966855E-001   1.455661981E-001   1.417560776E-001   1.377017851E-001   1.333910246E-001   1.288087923E-001   1.239383027E-001   1.187634979E-001   7.336773064E-002   7.335165114E-002   4.679012971E-002   4.677078858E-002   4.484280588E-002   1.238485381E-002   1.236104676E-002   2.570583339E-004   9.712854318E-015
    418.00000   1.934675929E-001   1.934620874E-001   1.934202297E-001   1.933628343E-001   1.932970856E-001   1.932000129E-001   1.930535147E-001   1.929153997E-001   1.927291862E-001   1.924764656E-001   1.923186722E-001   1.921344526E-001   1.919190436E-001   1.916667246E-001   1.913708616E-001   1.910239608E-001   1.906169179E-001   1.901384550E-001   1.895753635E-001   1.889120986E-001   1.881302548E-001   1.872085237E-001   1.861226186E-001   1.848438040E-001   1.833391302E-001   1.815720129E-001   1.794978125E-001   1.770650764E-001   1.742184870E-001   1.708988372E-001   1.670404369E-001   1.625602853E-001   1.573601441E-001   1.513518989E-001   1.444725235E-001   1.406905075E-001   1.366661366E-001   1.323872169E-001   1.278388671E-001   1.230044387E-001   1.178680053E-001   7.281120556E-002   7.279524674E-002   4.643358994E-002   4.641439472E-002   4.450096114E-002   1.228943315E-002   1.226580840E-002   2.550568953E-004   1.539264688E-014
